Key,Desc,table
23,Gross operating surplus: Furniture and related product manufacturing (337),SAGDP7N
24,Gross operating surplus: Miscellaneous manufacturing (339),SAGDP7N
18,Gross operating surplus: Machinery manufacturing (333),SAGDP7N
21,"Gross operating surplus: Motor vehicles, bodies and trailers, and parts manufacturing (3361-3363)",SAGDP7N
87,"Gross operating surplus: Natural resources and mining (11,21)",SAGDP7N
67,Gross operating surplus: Waste management and remediation services (562),SAGDP7N
67,Gross operating surplus: Waste management and remediation services,SAGDP7N
61,Gross operating surplus: Legal services,SAGDP7N
103,"Gross operating surplus: Military, overseas activity",SAGDP7N
85,Gross operating surplus: Military,SAGDP7N
83,Gross operating surplus: Government and government enterprises (92),SAGDP7N
29,Gross operating surplus: Paper manufacturing (322),SAGDP7N
88,Gross operating surplus: Trade,SAGDP7N
12,Gross operating surplus: Manufacturing,SAGDP7N
20,"Gross operating surplus: Electrical equipment, appliance, and component manufacturing",SAGDP7N
17,Gross operating surplus: Fabricated metal product manufacturing,SAGDP7N
60,"Gross operating surplus: Professional, scientific, and technical services (54)",SAGDP7N
6,"Gross operating surplus: Mining, quarrying, and oil and gas extraction (21)",SAGDP7N
15,Gross operating surplus: Nonmetallic mineral product manufacturing (327),SAGDP7N
4,Gross operating surplus: Farms,SAGDP7N
22,Gross operating surplus: Other transportation equipment manufacturing,SAGDP7N
5,"Gross operating surplus: Forestry, fishing, and related activities (113-115)",SAGDP7N
24,Gross operating surplus: Miscellaneous manufacturing,SAGDP7N
72,Gross operating surplus: Hospitals (622),SAGDP7N
11,Gross operating surplus: Construction,SAGDP7N
72,Gross operating surplus: Hospitals,SAGDP7N
74,Gross operating surplus: Social assistance (624),SAGDP7N
3,"Gross operating surplus: Agriculture, forestry, fishing and hunting (11)",SAGDP7N
28,"Gross operating surplus: Apparel, leather, and allied product manufacturing",SAGDP7N
101,"Gross operating surplus: Government and government enterprises, overseas activity",SAGDP7N
43,"Gross operating surplus: Other transportation and support activities (487-488,492)",SAGDP7N
6,"Gross operating surplus: Mining, quarrying, and oil and gas extraction",SAGDP7N
92,Gross operating surplus: Private services-providing industries,SAGDP7N
44,Gross operating surplus: Warehousing and storage (493),SAGDP7N
33,Gross operating surplus: Plastics and rubber products manufacturing (326),SAGDP7N
49,"Gross operating surplus: Data processing, hosting, and other information services (518-519)",SAGDP7N
83,Gross operating surplus: Government and government enterprises,SAGDP7N
82,Gross operating surplus: Other services (except government and government enterprises) (81),SAGDP7N
34,Gross operating surplus: Wholesale trade (42),SAGDP7N
43,Gross operating surplus: Other transportation and support activities,SAGDP7N
88,"Gross operating surplus: Trade (42,44-45)",SAGDP7N
66,Gross operating surplus: Administrative and support services,SAGDP7N
9,Gross operating surplus: Support activities for mining (213),SAGDP7N
22,"Gross operating surplus: Other transportation equipment manufacturing (3364-3466,3369)",SAGDP7N
14,Gross operating surplus: Wood product manufacturing,SAGDP7N
33,Gross operating surplus: Plastics and rubber products manufacturing,SAGDP7N
37,Gross operating surplus: Air transportation,SAGDP7N
81,Gross operating surplus: Food services and drinking places (722),SAGDP7N
7,Gross operating surplus: Oil and gas extraction,SAGDP7N
14,Gross operating surplus: Wood product manufacturing (321),SAGDP7N
74,Gross operating surplus: Social assistance,SAGDP7N
44,Gross operating surplus: Warehousing and storage,SAGDP7N
49,"Gross operating surplus: Data processing, hosting, and other information services",SAGDP7N
27,Gross operating surplus: Textile mills and textile product mills (313-314),SAGDP7N
32,Gross operating surplus: Chemical manufacturing (325),SAGDP7N
87,Gross operating surplus: Natural resources and mining,SAGDP7N
66,Gross operating surplus: Administrative and support services (561),SAGDP7N
59,Gross operating surplus: Professional and business services,SAGDP7N
32,Gross operating surplus: Chemical manufacturing,SAGDP7N
41,Gross operating surplus: Transit and ground passenger transportation,SAGDP7N
103,"Gross operating surplus: Military, overseas activity",SAGDP7N
17,Gross operating surplus: Fabricated metal product manufacturing (332),SAGDP7N
58,Gross operating surplus: Rental and leasing services and lessors of nonfinancial intangible assets,SAGDP7N
23,Gross operating surplus: Furniture and related product manufacturing,SAGDP7N
69,Gross operating surplus: Educational services (61),SAGDP7N
37,Gross operating surplus: Air transportation (481),SAGDP7N
62,Gross operating surplus: Computer systems design and related services (5415),SAGDP7N
45,Gross operating surplus: Information (51),SAGDP7N
36,Gross operating surplus: Transportation and warehousing (48-49),SAGDP7N
34,Gross operating surplus: Wholesale trade,SAGDP7N
91,Gross operating surplus: Private goods-producing industries,SAGDP7N
73,Gross operating surplus: Nursing and residential care facilities,SAGDP7N
48,Gross operating surplus: Broadcasting (except Internet) and telecommunications,SAGDP7N
41,Gross operating surplus: Transit and ground passenger transportation (485),SAGDP7N
26,Gross operating surplus: Food and beverage and tobacco product manufacturing,SAGDP7N
90,Gross operating surplus: Manufacturing and information,SAGDP7N
65,Gross operating surplus: Administrative and support and waste management and remediation services,SAGDP7N
58,Gross operating surplus: Rental and leasing services and lessors of nonfinancial intangible assets (532-533),SAGDP7N
13,Gross operating surplus: Durable goods manufacturing,SAGDP7N
75,"Gross operating surplus: Arts, entertainment, recreation, accommodation, and food services",SAGDP7N
80,Gross operating surplus: Accommodation,SAGDP7N
20,"Gross operating surplus: Electrical equipment, appliance, and component manufacturing (335)",SAGDP7N
80,Gross operating surplus: Accommodation (721),SAGDP7N
35,Gross operating surplus: Retail trade,SAGDP7N
10,Gross operating surplus: Utilities (22),SAGDP7N
51,Gross operating surplus: Finance and insurance (52),SAGDP7N
73,Gross operating surplus: Nursing and residential care facilities (623),SAGDP7N
52,"Gross operating surplus: Monetary Authorities- central bank, credit intermediation, and related services",SAGDP7N
102,"Gross operating surplus: Federal civilian, overseas activity",SAGDP7N
45,Gross operating surplus: Information,SAGDP7N
10,Gross operating surplus: Utilities,SAGDP7N
61,Gross operating surplus: Legal services (5411),SAGDP7N
86,Gross operating surplus: State and local,SAGDP7N
59,"Gross operating surplus: Professional and business services (54,55,56)",SAGDP7N
102,"Gross operating surplus: Federal civilian, overseas activity",SAGDP7N
3,"Gross operating surplus: Agriculture, forestry, fishing and hunting",SAGDP7N
39,Gross operating surplus: Water transportation (483),SAGDP7N
60,"Gross operating surplus: Professional, scientific, and technical services",SAGDP7N
70,Gross operating surplus: Health care and social assistance,SAGDP7N
5,"Gross operating surplus: Forestry, fishing, and related activities",SAGDP7N
48,"Gross operating surplus: Broadcasting (except Internet) and telecommunications (515,517)",SAGDP7N
75,"Gross operating surplus: Arts, entertainment, recreation, accommodation, and food services (71,72)",SAGDP7N
25,"Gross operating surplus: Nondurable goods manufacturing (311-316,322-326)",SAGDP7N
3,"Chain-type quantity indexes for real GDP by state: Agriculture, forestry, fishing and hunting",SAGDP8N
7,Chain-type quantity indexes for real GDP by state: Oil and gas extraction,SAGDP8N
70,Chain-type quantity indexes for real GDP by state: Health care and social assistance,SAGDP8N
11,Chain-type quantity indexes for real GDP by state: Construction,SAGDP8N
4,Chain-type quantity indexes for real GDP by state: Farms,SAGDP8N
90,"Chain-type quantity indexes for real GDP by state: Manufacturing and information (31-33,51)",SAGDP8N
89,Chain-type quantity indexes for real GDP by state: Transportation and utilities,SAGDP8N
20,"Chain-type quantity indexes for real GDP by state: Electrical equipment, appliance, and component manufacturing",SAGDP8N
49,"Chain-type quantity indexes for real GDP by state: Data processing, hosting, and other information services (518-519)",SAGDP8N
47,Chain-type quantity indexes for real GDP by state: Motion picture and sound recording industries,SAGDP8N
50,"Chain-type quantity indexes for real GDP by state: Finance, insurance, real estate, rental, and leasing",SAGDP8N
5,"Chain-type quantity indexes for real GDP by state: Forestry, fishing, and related activities",SAGDP8N
20,"Chain-type quantity indexes for real GDP by state: Electrical equipment, appliance, and component manufacturing (335)",SAGDP8N
28,"Chain-type quantity indexes for real GDP by state: Apparel, leather, and allied product manufacturing",SAGDP8N
79,Chain-type quantity indexes for real GDP by state: Accommodation and food services,SAGDP8N
11,Chain-type quantity indexes for real GDP by state: Construction (23),SAGDP8N
51,Chain-type quantity indexes for real GDP by state: Finance and insurance,SAGDP8N
39,Chain-type quantity indexes for real GDP by state: Water transportation (483),SAGDP8N
5,"Chain-type quantity indexes for real GDP by state: Forestry, fishing, and related activities (113-115)",SAGDP8N
30,Chain-type quantity indexes for real GDP by state: Printing and related support activities (323),SAGDP8N
53,"Chain-type quantity indexes for real GDP by state: Securities, commodity contracts, and other financial investments and related activities",SAGDP8N
3,"Chain-type quantity indexes for real GDP by state: Agriculture, forestry, fishing and hunting (11)",SAGDP8N
40,Chain-type quantity indexes for real GDP by state: Truck transportation (484),SAGDP8N
52,"Chain-type quantity indexes for real GDP by state: Monetary Authorities- central bank, credit intermediation, and related services",SAGDP8N
48,"Chain-type quantity indexes for real GDP by state: Broadcasting (except Internet) and telecommunications (515,517)",SAGDP8N
7,Chain-type quantity indexes for real GDP by state: Oil and gas extraction (211),SAGDP8N
15,Chain-type quantity indexes for real GDP by state: Nonmetallic mineral product manufacturing (327),SAGDP8N
8,Chain-type quantity indexes for real GDP by state: Mining (except oil and gas),SAGDP8N
80,Chain-type quantity indexes for real GDP by state: Accommodation (721),SAGDP8N
69,Chain-type quantity indexes for real GDP by state: Educational services (61),SAGDP8N
2,Chain-type quantity indexes for real GDP by state: Private industries,SAGDP8N
52,"Chain-type quantity indexes for real GDP by state: Monetary Authorities- central bank, credit intermediation, and related services (521-522)",SAGDP8N
48,Chain-type quantity indexes for real GDP by state: Broadcasting (except Internet) and telecommunications,SAGDP8N
29,Chain-type quantity indexes for real GDP by state: Paper manufacturing,SAGDP8N
80,Chain-type quantity indexes for real GDP by state: Accommodation,SAGDP8N
38,Chain-type quantity indexes for real GDP by state: Rail transportation (482),SAGDP8N
82,Chain-type quantity indexes for real GDP by state: Other services (except government and government enterprises),SAGDP8N
30,Chain-type quantity indexes for real GDP by state: Printing and related support activities,SAGDP8N
53,"Chain-type quantity indexes for real GDP by state: Securities, commodity contracts, and other financial investments and related activities (523)",SAGDP8N
10,Chain-type quantity indexes for real GDP by state: Utilities,SAGDP8N
69,Chain-type quantity indexes for real GDP by state: Educational services,SAGDP8N
27,Chain-type quantity indexes for real GDP by state: Textile mills and textile product mills (313-314),SAGDP8N
82,Chain-type quantity indexes for real GDP by state: Other services (except government and government enterprises) (81),SAGDP8N
51,Chain-type quantity indexes for real GDP by state: Finance and insurance (52),SAGDP8N
9,Chain-type quantity indexes for real GDP by state: Support activities for mining (213),SAGDP8N
47,Chain-type quantity indexes for real GDP by state: Motion picture and sound recording industries (512),SAGDP8N
